seq_id,cluster,source
106,noised,pubmed-noised
107,repetitive,pubmed-repetitive
108,noised,pubmed-noised
109,repetitive,pubmed-repetitive
110,noised,pubmed-noised
111,noised,pubmed-noised
112,noised,pubmed-noised
113,repetitive,pubmed-repetitive
114,clean,pubmed-clean
115,clean,pubmed-clean
116,noised,pubmed-noised
117,noised,pubmed-noised
118,repetitive,pubmed-repetitive
119,noised,pubmed-noised
120,repetitive,pubmed-repetitive
121,noised,pubmed-noised
122,clean,pubmed-clean
123,noised,pubmed-noised
124,repetitive,pubmed-repetitive
125,clean,pubmed-clean
126,repetitive,pubmed-repetitive
127,noised,pubmed-noised
128,noised,pubmed-noised
129,repetitive,pubmed-repetitive
130,clean,pubmed-clean
131,repetitive,pubmed-repetitive
132,noised,pubmed-noised
133,noised,pubmed-noised
134,clean,pubmed-clean
135,repetitive,pubmed-repetitive
136,noised,pubmed-noised
137,clean,pubmed-clean
138,noised,pubmed-noised
139,repetitive,pubmed-repetitive
140,clean,pubmed-clean
141,noised,pubmed-noised
142,clean,pubmed-clean
143,repetitive,pubmed-repetitive
144,clean,pubmed-clean
145,repetitive,pubmed-repetitive
146,repetitive,pubmed-repetitive
147,repetitive,pubmed-repetitive
148,clean,pubmed-clean
149,noised,pubmed-noised
150,clean,pubmed-clean
151,clean,pubmed-clean
152,clean,pubmed-clean
153,repetitive,pubmed-repetitive
154,clean,pubmed-clean
155,clean,pubmed-clean
156,clean,pubmed-clean
157,noised,pubmed-noised
158,clean,pubmed-clean
159,repetitive,pubmed-repetitive
160,noised,pubmed-noised
161,repetitive,pubmed-repetitive
162,noised,pubmed-noised
163,repetitive,pubmed-repetitive
164,repetitive,pubmed-repetitive
165,noised,pubmed-noised
166,clean,pubmed-clean
167,repetitive,pubmed-repetitive
168,repetitive,pubmed-repetitive
169,noised,pubmed-noised
170,repetitive,pubmed-repetitive
171,clean,pubmed-clean
172,clean,pubmed-clean
173,noised,pubmed-noised
174,noised,pubmed-noised
175,repetitive,pubmed-repetitive
176,repetitive,pubmed-repetitive
177,repetitive,pubmed-repetitive
178,clean,pubmed-clean
179,clean,pubmed-clean
180,clean,pubmed-clean
181,repetitive,pubmed-repetitive
182,clean,pubmed-clean
183,noised,pubmed-noised
184,noised,pubmed-noised
185,noised,pubmed-noised
186,repetitive,pubmed-repetitive
187,clean,pubmed-clean
188,noised,pubmed-noised
189,repetitive,pubmed-repetitive
190,noised,pubmed-noised
191,repetitive,pubmed-repetitive
192,clean,pubmed-clean
193,repetitive,pubmed-repetitive
194,repetitive,pubmed-repetitive
195,noised,pubmed-noised
196,noised,pubmed-noised
197,noised,pubmed-noised
198,clean,pubmed-clean
199,clean,pubmed-clean
200,repetitive,pubmed-repetitive
201,repetitive,pubmed-repetitive
202,noised,pubmed-noised
203,repetitive,pubmed-repetitive
204,clean,pubmed-clean
205,clean,pubmed-clean
206,noised,pubmed-noised
207,repetitive,pubmed-repetitive
208,repetitive,pubmed-repetitive
209,clean,pubmed-clean
210,clean,pubmed-clean
211,clean,pubmed-clean
212,clean,pubmed-clean
213,clean,pubmed-clean
214,noised,pubmed-noised
215,repetitive,pubmed-repetitive
216,noised,pubmed-noised
217,clean,pubmed-clean
218,repetitive,pubmed-repetitive
219,noised,pubmed-noised
220,noised,pubmed-noised
221,repetitive,pubmed-repetitive
222,noised,pubmed-noised
223,noised,pubmed-noised
224,clean,pubmed-clean
225,noised,pubmed-noised
226,repetitive,pubmed-repetitive
227,repetitive,pubmed-repetitive
228,clean,pubmed-clean
229,clean,pubmed-clean
230,clean,pubmed-clean
231,clean,pubmed-clean
232,repetitive,pubmed-repetitive
233,clean,pubmed-clean
234,repetitive,pubmed-repetitive
235,repetitive,pubmed-repetitive
236,repetitive,pubmed-repetitive
237,clean,pubmed-clean
238,clean,pubmed-clean
239,repetitive,pubmed-repetitive
240,clean,pubmed-clean
241,repetitive,pubmed-repetitive
242,repetitive,pubmed-repetitive
243,noised,pubmed-noised
244,clean,pubmed-clean
245,noised,pubmed-noised
246,clean,pubmed-clean
247,repetitive,pubmed-repetitive
248,clean,pubmed-clean
249,clean,pubmed-clean
250,noised,pubmed-noised
251,repetitive,pubmed-repetitive
252,clean,pubmed-clean
253,noised,pubmed-noised
254,repetitive,pubmed-repetitive
255,clean,pubmed-clean
256,noised,pubmed-noised
257,repetitive,pubmed-repetitive
258,noised,pubmed-noised
259,clean,pubmed-clean
260,repetitive,pubmed-repetitive
261,repetitive,pubmed-repetitive
262,noised,pubmed-noised
263,clean,pubmed-clean
264,clean,pubmed-clean
265,clean,pubmed-clean
266,repetitive,pubmed-repetitive
267,repetitive,pubmed-repetitive
268,repetitive,pubmed-repetitive
269,clean,pubmed-clean
270,repetitive,pubmed-repetitive
271,clean,pubmed-clean
272,repetitive,pubmed-repetitive
273,noised,pubmed-noised
274,noised,pubmed-noised
275,repetitive,pubmed-repetitive
276,clean,pubmed-clean
277,clean,pubmed-clean
278,noised,pubmed-noised
279,repetitive,pubmed-repetitive
280,noised,pubmed-noised
281,noised,pubmed-noised
282,clean,pubmed-clean
283,clean,pubmed-clean
284,noised,pubmed-noised
285,repetitive,pubmed-repetitive
286,repetitive,pubmed-repetitive
287,repetitive,pubmed-repetitive
288,clean,pubmed-clean
289,clean,pubmed-clean
290,repetitive,pubmed-repetitive
291,noised,pubmed-noised
292,clean,pubmed-clean
293,repetitive,pubmed-repetitive
294,repetitive,pubmed-repetitive
295,noised,pubmed-noised
296,clean,pubmed-clean
297,repetitive,pubmed-repetitive
298,clean,pubmed-clean
299,noised,pubmed-noised
300,noised,pubmed-noised
301,clean,pubmed-clean
302,repetitive,pubmed-repetitive
303,clean,pubmed-clean
304,repetitive,pubmed-repetitive
305,clean,pubmed-clean
306,repetitive,pubmed-repetitive
307,noised,pubmed-noised
308,noised,pubmed-noised
309,clean,pubmed-clean
310,clean,pubmed-clean
311,clean,pubmed-clean
312,repetitive,pubmed-repetitive
313,clean,pubmed-clean
314,noised,pubmed-noised
315,clean,pubmed-clean
316,noised,pubmed-noised
317,clean,pubmed-clean
318,repetitive,pubmed-repetitive
319,repetitive,pubmed-repetitive
320,clean,pubmed-clean
321,repetitive,pubmed-repetitive
322,clean,pubmed-clean
323,clean,pubmed-clean
324,noised,pubmed-noised
325,repetitive,pubmed-repetitive
326,repetitive,pubmed-repetitive
327,clean,pubmed-clean
328,clean,pubmed-clean
329,clean,pubmed-clean
330,noised,pubmed-noised
331,repetitive,pubmed-repetitive
332,repetitive,pubmed-repetitive
333,noised,pubmed-noised
334,clean,pubmed-clean
335,noised,pubmed-noised
336,repetitive,pubmed-repetitive
337,repetitive,pubmed-repetitive
338,clean,pubmed-clean
339,clean,pubmed-clean
340,noised,pubmed-noised
341,clean,pubmed-clean
342,clean,pubmed-clean
343,repetitive,pubmed-repetitive
344,clean,pubmed-clean
345,noised,pubmed-noised
346,clean,pubmed-clean
347,noised,pubmed-noised
348,clean,pubmed-clean
349,noised,pubmed-noised
350,repetitive,pubmed-repetitive
351,clean,pubmed-clean
352,noised,pubmed-noised
353,repetitive,pubmed-repetitive
354,noised,pubmed-noised
355,repetitive,pubmed-repetitive
356,clean,pubmed-clean
357,repetitive,pubmed-repetitive
358,repetitive,pubmed-repetitive
359,clean,pubmed-clean
360,noised,pubmed-noised
361,repetitive,pubmed-repetitive
362,clean,pubmed-clean
363,clean,pubmed-clean
364,clean,pubmed-clean
365,noised,pubmed-noised
366,noised,pubmed-noised
367,repetitive,pubmed-repetitive
368,repetitive,pubmed-repetitive
369,noised,pubmed-noised
370,clean,pubmed-clean
371,repetitive,pubmed-repetitive
372,repetitive,pubmed-repetitive
373,noised,pubmed-noised
374,noised,pubmed-noised
375,clean,pubmed-clean
376,noised,pubmed-noised
377,noised,pubmed-noised
378,noised,pubmed-noised
379,noised,pubmed-noised
380,clean,pubmed-clean
381,repetitive,pubmed-repetitive
382,repetitive,pubmed-repetitive
383,clean,pubmed-clean
384,noised,pubmed-noised
385,clean,pubmed-clean
386,noised,pubmed-noised
387,clean,pubmed-clean
388,repetitive,pubmed-repetitive
389,noised,pubmed-noised
390,noised,pubmed-noised
391,repetitive,pubmed-repetitive
392,repetitive,pubmed-repetitive
393,noised,pubmed-noised
394,clean,pubmed-clean
395,clean,pubmed-clean
396,repetitive,pubmed-repetitive
397,noised,pubmed-noised
398,repetitive,pubmed-repetitive
399,noised,pubmed-noised
400,clean,pubmed-clean
401,clean,pubmed-clean
402,clean,pubmed-clean
403,noised,pubmed-noised
404,noised,pubmed-noised
405,clean,pubmed-clean
406,noised,pubmed-noised
407,clean,pubmed-clean
408,clean,pubmed-clean
409,repetitive,pubmed-repetitive
410,clean,pubmed-clean
411,noised,pubmed-noised
412,noised,pubmed-noised
413,clean,pubmed-clean
414,clean,pubmed-clean
415,noised,pubmed-noised
416,repetitive,pubmed-repetitive
417,repetitive,pubmed-repetitive
418,clean,pubmed-clean
419,repetitive,pubmed-repetitive
420,clean,pubmed-clean
421,repetitive,pubmed-repetitive
422,repetitive,pubmed-repetitive
423,repetitive,pubmed-repetitive
424,noised,pubmed-noised
425,repetitive,pubmed-repetitive
426,noised,pubmed-noised
427,repetitive,pubmed-repetitive
428,repetitive,pubmed-repetitive
429,clean,pubmed-clean
430,noised,pubmed-noised
431,clean,pubmed-clean
432,noised,pubmed-noised
433,repetitive,pubmed-repetitive
434,repetitive,pubmed-repetitive
435,clean,pubmed-clean
436,clean,pubmed-clean
437,noised,pubmed-noised
438,clean,pubmed-clean
439,repetitive,pubmed-repetitive
440,noised,pubmed-noised
441,noised,pubmed-noised
442,noised,pubmed-noised
443,repetitive,pubmed-repetitive
444,noised,pubmed-noised
445,clean,pubmed-clean
446,repetitive,pubmed-repetitive
447,repetitive,pubmed-repetitive
448,repetitive,pubmed-repetitive
449,noised,pubmed-noised
450,repetitive,pubmed-repetitive
451,clean,pubmed-clean
452,clean,pubmed-clean
453,repetitive,pubmed-repetitive
454,noised,pubmed-noised
455,noised,pubmed-noised
456,clean,pubmed-clean
457,clean,pubmed-clean
458,clean,pubmed-clean
459,noised,pubmed-noised
460,noised,pubmed-noised
461,repetitive,pubmed-repetitive
462,clean,pubmed-clean
463,repetitive,pubmed-repetitive
464,repetitive,pubmed-repetitive
465,repetitive,pubmed-repetitive
466,noised,pubmed-noised
467,clean,pubmed-clean
468,repetitive,pubmed-repetitive
469,repetitive,pubmed-repetitive
470,repetitive,pubmed-repetitive
471,repetitive,pubmed-repetitive
472,repetitive,pubmed-repetitive
473,noised,pubmed-noised
474,repetitive,pubmed-repetitive
475,noised,pubmed-noised
476,noised,pubmed-noised
477,clean,pubmed-clean
478,clean,pubmed-clean
479,clean,pubmed-clean
480,clean,pubmed-clean
481,repetitive,pubmed-repetitive
482,repetitive,pubmed-repetitive
483,repetitive,pubmed-repetitive
484,noised,pubmed-noised
485,clean,pubmed-clean
486,repetitive,pubmed-repetitive
487,noised,pubmed-noised
488,repetitive,pubmed-repetitive
489,repetitive,pubmed-repetitive
490,noised,pubmed-noised
491,repetitive,pubmed-repetitive
492,noised,pubmed-noised
493,noised,pubmed-noised
494,noised,pubmed-noised
495,clean,pubmed-clean
496,clean,pubmed-clean
497,repetitive,pubmed-repetitive
498,clean,pubmed-clean
499,clean,pubmed-clean
500,clean,pubmed-clean
501,clean,pubmed-clean
502,repetitive,pubmed-repetitive
503,repetitive,pubmed-repetitive
504,repetitive,pubmed-repetitive
505,noised,pubmed-noised
506,repetitive,pubmed-repetitive
507,repetitive,pubmed-repetitive
508,repetitive,pubmed-repetitive
509,clean,pubmed-clean
510,noised,pubmed-noised
511,noised,pubmed-noised
512,repetitive,pubmed-repetitive
513,repetitive,pubmed-repetitive
514,clean,pubmed-clean
515,repetitive,pubmed-repetitive
516,noised,pubmed-noised
517,noised,pubmed-noised
518,repetitive,pubmed-repetitive
519,clean,pubmed-clean
520,clean,pubmed-clean
521,repetitive,pubmed-repetitive
522,repetitive,pubmed-repetitive
523,noised,pubmed-noised
524,clean,pubmed-clean
525,noised,pubmed-noised
526,repetitive,pubmed-repetitive
527,clean,pubmed-clean
528,noised,pubmed-noised
529,clean,pubmed-clean
530,clean,pubmed-clean
531,noised,pubmed-noised
532,clean,pubmed-clean
533,noised,pubmed-noised
534,noised,pubmed-noised
535,clean,pubmed-clean
536,clean,pubmed-clean
537,noised,pubmed-noised
538,repetitive,pubmed-repetitive
539,clean,pubmed-clean
540,noised,pubmed-noised
541,clean,pubmed-clean
542,clean,pubmed-clean
543,noised,pubmed-noised
544,noised,pubmed-noised
545,noised,pubmed-noised
546,noised,pubmed-noised
547,clean,pubmed-clean
548,noised,pubmed-noised
549,repetitive,pubmed-repetitive
550,noised,pubmed-noised
551,repetitive,pubmed-repetitive
552,noised,pubmed-noised
553,noised,pubmed-noised
554,repetitive,pubmed-repetitive
555,clean,pubmed-clean
556,repetitive,pubmed-repetitive
557,repetitive,pubmed-repetitive
558,repetitive,pubmed-repetitive
559,noised,pubmed-noised
560,repetitive,pubmed-repetitive
561,noised,pubmed-noised
562,repetitive,pubmed-repetitive
563,clean,pubmed-clean
564,clean,pubmed-clean
565,clean,pubmed-clean
566,clean,pubmed-clean
567,clean,pubmed-clean
568,noised,pubmed-noised
569,noised,pubmed-noised
570,noised,pubmed-noised
571,noised,pubmed-noised
572,noised,pubmed-noised
573,repetitive,pubmed-repetitive
574,clean,pubmed-clean
575,clean,pubmed-clean
576,repetitive,pubmed-repetitive
577,clean,pubmed-clean
578,noised,pubmed-noised
579,clean,pubmed-clean
580,repetitive,pubmed-repetitive
581,noised,pubmed-noised
582,repetitive,pubmed-repetitive
583,clean,pubmed-clean
584,noised,pubmed-noised
585,repetitive,pubmed-repetitive
586,repetitive,pubmed-repetitive
587,repetitive,pubmed-repetitive
588,clean,pubmed-clean
589,noised,pubmed-noised
590,clean,pubmed-clean
591,noised,pubmed-noised
592,repetitive,pubmed-repetitive
593,clean,pubmed-clean
594,clean,pubmed-clean
595,clean,pubmed-clean
596,repetitive,pubmed-repetitive
597,clean,pubmed-clean
598,repetitive,pubmed-repetitive
599,clean,pubmed-clean
600,noised,pubmed-noised
601,noised,pubmed-noised
602,repetitive,pubmed-repetitive
603,repetitive,pubmed-repetitive
604,noised,pubmed-noised
605,repetitive,pubmed-repetitive
606,repetitive,pubmed-repetitive
607,clean,pubmed-clean
608,repetitive,pubmed-repetitive
609,repetitive,pubmed-repetitive
610,noised,pubmed-noised
611,clean,pubmed-clean
612,clean,pubmed-clean
613,repetitive,pubmed-repetitive
614,repetitive,pubmed-repetitive
615,clean,pubmed-clean
616,repetitive,pubmed-repetitive
617,clean,pubmed-clean
618,repetitive,pubmed-repetitive
619,clean,pubmed-clean
620,noised,pubmed-noised
621,repetitive,pubmed-repetitive
622,noised,pubmed-noised
623,noised,pubmed-noised
624,noised,pubmed-noised
625,clean,pubmed-clean
626,noised,pubmed-noised
627,noised,pubmed-noised
628,repetitive,pubmed-repetitive
629,noised,pubmed-noised
630,repetitive,pubmed-repetitive
631,repetitive,pubmed-repetitive
632,noised,pubmed-noised
633,noised,pubmed-noised
634,repetitive,pubmed-repetitive
635,clean,pubmed-clean
636,clean,pubmed-clean
637,noised,pubmed-noised
638,noised,pubmed-noised
639,noised,pubmed-noised
640,repetitive,pubmed-repetitive
641,repetitive,pubmed-repetitive
642,repetitive,pubmed-repetitive
643,clean,pubmed-clean
644,noised,pubmed-noised
645,clean,pubmed-clean
646,noised,pubmed-noised
647,clean,pubmed-clean
648,repetitive,pubmed-repetitive
649,clean,pubmed-clean
650,repetitive,pubmed-repetitive
651,clean,pubmed-clean
652,repetitive,pubmed-repetitive
653,repetitive,pubmed-repetitive
654,noised,pubmed-noised
655,noised,pubmed-noised
656,repetitive,pubmed-repetitive
657,clean,pubmed-clean
658,clean,pubmed-clean
659,clean,pubmed-clean
660,noised,pubmed-noised
661,noised,pubmed-noised
662,noised,pubmed-noised
663,clean,pubmed-clean
664,noised,pubmed-noised
665,repetitive,pubmed-repetitive
666,clean,pubmed-clean
667,clean,pubmed-clean
668,repetitive,pubmed-repetitive
669,repetitive,pubmed-repetitive
670,clean,pubmed-clean
671,clean,pubmed-clean
672,clean,pubmed-clean
673,clean,pubmed-clean
674,clean,pubmed-clean
675,noised,pubmed-noised
676,noised,pubmed-noised
677,noised,pubmed-noised
678,clean,pubmed-clean
679,repetitive,pubmed-repetitive
680,repetitive,pubmed-repetitive
681,repetitive,pubmed-repetitive
682,clean,pubmed-clean
683,repetitive,pubmed-repetitive
684,repetitive,pubmed-repetitive
685,noised,pubmed-noised
686,clean,pubmed-clean
687,clean,pubmed-clean
688,clean,pubmed-clean
689,repetitive,pubmed-repetitive
690,noised,pubmed-noised
691,clean,pubmed-clean
692,noised,pubmed-noised
693,noised,pubmed-noised
694,clean,pubmed-clean
695,noised,pubmed-noised
696,repetitive,pubmed-repetitive
697,clean,pubmed-clean
698,clean,pubmed-clean
699,repetitive,pubmed-repetitive
700,noised,pubmed-noised
701,repetitive,pubmed-repetitive
702,noised,pubmed-noised
703,noised,pubmed-noised
704,noised,pubmed-noised
705,repetitive,pubmed-repetitive
706,clean,pubmed-clean
707,clean,pubmed-clean
708,clean,pubmed-clean
709,noised,pubmed-noised
710,clean,pubmed-clean
711,noised,pubmed-noised
712,repetitive,pubmed-repetitive
713,clean,pubmed-clean
714,clean,pubmed-clean
715,clean,pubmed-clean
716,clean,pubmed-clean
717,clean,pubmed-clean
718,clean,pubmed-clean
719,noised,pubmed-noised
720,clean,pubmed-clean
721,repetitive,pubmed-repetitive
722,noised,pubmed-noised
723,clean,pubmed-clean
724,clean,pubmed-clean
725,clean,pubmed-clean
726,clean,pubmed-clean
727,noised,pubmed-noised
728,clean,pubmed-clean
729,noised,pubmed-noised
730,clean,pubmed-clean
731,clean,pubmed-clean
732,clean,pubmed-clean
733,noised,pubmed-noised
734,clean,pubmed-clean
735,repetitive,pubmed-repetitive
736,noised,pubmed-noised
737,clean,pubmed-clean
738,clean,pubmed-clean
739,noised,pubmed-noised
740,repetitive,pubmed-repetitive
741,clean,pubmed-clean
742,repetitive,pubmed-repetitive
743,clean,pubmed-clean
744,repetitive,pubmed-repetitive
745,clean,pubmed-clean
746,clean,pubmed-clean
747,noised,pubmed-noised
748,repetitive,pubmed-repetitive
749,repetitive,pubmed-repetitive
750,clean,pubmed-clean
751,repetitive,pubmed-repetitive
752,noised,pubmed-noised
753,repetitive,pubmed-repetitive
754,clean,pubmed-clean
755,noised,pubmed-noised
756,noised,pubmed-noised
757,clean,pubmed-clean
758,noised,pubmed-noised
759,clean,pubmed-clean
760,noised,pubmed-noised
761,repetitive,pubmed-repetitive
762,repetitive,pubmed-repetitive
763,clean,pubmed-clean
764,noised,pubmed-noised
765,clean,pubmed-clean
766,clean,pubmed-clean
767,noised,pubmed-noised
768,clean,pubmed-clean
769,noised,pubmed-noised
770,noised,pubmed-noised
771,noised,pubmed-noised
772,noised,pubmed-noised
773,noised,pubmed-noised
774,repetitive,pubmed-repetitive
775,repetitive,pubmed-repetitive
776,repetitive,pubmed-repetitive
777,clean,pubmed-clean
778,noised,pubmed-noised
779,repetitive,pubmed-repetitive
780,clean,pubmed-clean
781,clean,pubmed-clean
782,clean,pubmed-clean
783,repetitive,pubmed-repetitive
784,noised,pubmed-noised
785,repetitive,pubmed-repetitive
786,repetitive,pubmed-repetitive
787,clean,pubmed-clean
788,clean,pubmed-clean
789,noised,pubmed-noised
790,repetitive,pubmed-repetitive
791,clean,pubmed-clean
792,clean,pubmed-clean
793,clean,pubmed-clean
794,clean,pubmed-clean
795,clean,pubmed-clean
796,clean,pubmed-clean
797,noised,pubmed-noised
798,clean,pubmed-clean
799,repetitive,pubmed-repetitive
800,clean,pubmed-clean
801,noised,pubmed-noised
802,clean,pubmed-clean
803,repetitive,pubmed-repetitive
804,repetitive,pubmed-repetitive
805,noised,pubmed-noised
806,noised,pubmed-noised
807,repetitive,pubmed-repetitive
808,repetitive,pubmed-repetitive
809,repetitive,pubmed-repetitive
810,noised,pubmed-noised
811,repetitive,pubmed-repetitive
812,noised,pubmed-noised
813,noised,pubmed-noised
814,clean,pubmed-clean
815,clean,pubmed-clean
816,noised,pubmed-noised
817,clean,pubmed-clean
818,repetitive,pubmed-repetitive
819,clean,pubmed-clean
820,noised,pubmed-noised
821,clean,pubmed-clean
822,repetitive,pubmed-repetitive
823,repetitive,pubmed-repetitive
824,noised,pubmed-noised
825,repetitive,pubmed-repetitive
826,noised,pubmed-noised
827,repetitive,pubmed-repetitive
828,noised,pubmed-noised
829,repetitive,pubmed-repetitive
830,repetitive,pubmed-repetitive
831,clean,pubmed-clean
832,noised,pubmed-noised
833,noised,pubmed-noised
834,clean,pubmed-clean
835,clean,pubmed-clean
836,clean,pubmed-clean
837,noised,pubmed-noised
838,clean,pubmed-clean
839,repetitive,pubmed-repetitive
840,repetitive,pubmed-repetitive
841,clean,pubmed-clean
842,repetitive,pubmed-repetitive
843,repetitive,pubmed-repetitive
844,clean,pubmed-clean
845,repetitive,pubmed-repetitive
846,noised,pubmed-noised
847,repetitive,pubmed-repetitive
848,clean,pubmed-clean
849,noised,pubmed-noised
850,repetitive,pubmed-repetitive
851,clean,pubmed-clean
852,clean,pubmed-clean
853,clean,pubmed-clean
854,clean,pubmed-clean
855,repetitive,pubmed-repetitive
856,repetitive,pubmed-repetitive
857,clean,pubmed-clean
858,clean,pubmed-clean
859,repetitive,pubmed-repetitive
860,repetitive,pubmed-repetitive
861,repetitive,pubmed-repetitive
862,clean,pubmed-clean
863,clean,pubmed-clean
864,repetitive,pubmed-repetitive
865,repetitive,pubmed-repetitive
866,repetitive,pubmed-repetitive
867,clean,pubmed-clean
868,noised,pubmed-noised
869,clean,pubmed-clean
870,repetitive,pubmed-repetitive
871,noised,pubmed-noised
872,clean,pubmed-clean
873,repetitive,pubmed-repetitive
874,repetitive,pubmed-repetitive
875,clean,pubmed-clean
876,noised,pubmed-noised
877,clean,pubmed-clean
878,noised,pubmed-noised
879,clean,pubmed-clean
880,clean,pubmed-clean
881,clean,pubmed-clean
882,clean,pubmed-clean
883,noised,pubmed-noised
884,noised,pubmed-noised
885,clean,pubmed-clean
886,clean,pubmed-clean
887,clean,pubmed-clean
888,clean,pubmed-clean
889,repetitive,pubmed-repetitive
890,noised,pubmed-noised
891,noised,pubmed-noised
892,clean,pubmed-clean
893,clean,pubmed-clean
894,repetitive,pubmed-repetitive
895,clean,pubmed-clean
896,clean,pubmed-clean
897,clean,pubmed-clean
898,clean,pubmed-clean
899,repetitive,pubmed-repetitive
900,clean,pubmed-clean
901,repetitive,pubmed-repetitive
902,clean,pubmed-clean
903,clean,pubmed-clean
904,noised,pubmed-noised
905,noised,pubmed-noised
906,repetitive,pubmed-repetitive
907,clean,pubmed-clean
908,noised,pubmed-noised
909,clean,pubmed-clean
910,repetitive,pubmed-repetitive
911,clean,pubmed-clean
912,repetitive,pubmed-repetitive
913,clean,pubmed-clean
914,noised,pubmed-noised
915,repetitive,pubmed-repetitive
916,clean,pubmed-clean
917,noised,pubmed-noised
918,repetitive,pubmed-repetitive
919,repetitive,pubmed-repetitive
920,repetitive,pubmed-repetitive
921,clean,pubmed-clean
922,clean,pubmed-clean
923,noised,pubmed-noised
924,noised,pubmed-noised
925,clean,pubmed-clean
926,clean,pubmed-clean
927,noised,pubmed-noised
928,repetitive,pubmed-repetitive
929,noised,pubmed-noised
930,repetitive,pubmed-repetitive
931,repetitive,pubmed-repetitive
932,noised,pubmed-noised
933,repetitive,pubmed-repetitive
934,repetitive,pubmed-repetitive
935,noised,pubmed-noised
936,clean,pubmed-clean
937,noised,pubmed-noised
938,clean,pubmed-clean
939,repetitive,pubmed-repetitive
940,noised,pubmed-noised
941,clean,pubmed-clean
942,clean,pubmed-clean
943,clean,pubmed-clean
944,noised,pubmed-noised
945,clean,pubmed-clean
946,clean,pubmed-clean
947,clean,pubmed-clean
948,clean,pubmed-clean
949,repetitive,pubmed-repetitive
950,repetitive,pubmed-repetitive
951,noised,pubmed-noised
952,noised,pubmed-noised
953,repetitive,pubmed-repetitive
954,noised,pubmed-noised
955,noised,pubmed-noised
956,clean,pubmed-clean
957,clean,pubmed-clean
958,clean,pubmed-clean
959,repetitive,pubmed-repetitive
960,repetitive,pubmed-repetitive
961,repetitive,pubmed-repetitive
962,clean,pubmed-clean
963,repetitive,pubmed-repetitive
964,clean,pubmed-clean
965,noised,pubmed-noised
966,noised,pubmed-noised
967,clean,pubmed-clean
968,clean,pubmed-clean
969,noised,pubmed-noised
970,clean,pubmed-clean
971,noised,pubmed-noised
972,repetitive,pubmed-repetitive
973,clean,pubmed-clean
974,noised,pubmed-noised
975,repetitive,pubmed-repetitive
976,clean,pubmed-clean
977,clean,pubmed-clean
