seq_id,cluster,source
346,hard,pubmed
347,mid,pubmed
348,easy,pubmed
349,hard,pubmed
350,easy,pubmed
351,hard,pubmed
352,mid,pubmed
353,hard,pubmed
354,easy,pubmed
355,easy,pubmed
356,hard,pubmed
357,easy,pubmed
358,mid,pubmed
359,easy,pubmed
360,hard,pubmed
361,easy,pubmed
362,hard,pubmed
363,easy,pubmed
364,mid,pubmed
365,hard,pubmed
366,easy,pubmed
367,hard,pubmed
368,hard,pubmed
369,mid,pubmed
370,hard,pubmed
371,hard,pubmed
372,easy,pubmed
373,mid,pubmed
374,easy,pubmed
375,mid,pubmed
376,hard,pubmed
377,easy,pubmed
378,hard,pubmed
379,hard,pubmed
380,easy,pubmed
381,mid,pubmed
382,mid,pubmed
383,hard,pubmed
384,hard,pubmed
385,mid,pubmed
386,mid,pubmed
387,hard,pubmed
388,hard,pubmed
389,hard,pubmed
390,mid,pubmed
391,mid,pubmed
392,mid,pubmed
393,hard,pubmed
394,mid,pubmed
395,hard,pubmed
396,mid,pubmed
397,mid,pubmed
398,hard,pubmed
399,easy,pubmed
400,mid,pubmed
401,hard,pubmed
402,mid,pubmed
403,hard,pubmed
404,hard,pubmed
405,hard,pubmed
406,hard,pubmed
407,mid,pubmed
408,easy,pubmed
409,hard,pubmed
410,hard,pubmed
411,easy,pubmed
412,mid,pubmed
413,easy,pubmed
414,hard,pubmed
415,easy,pubmed
416,hard,pubmed
417,mid,pubmed
418,easy,pubmed
419,hard,pubmed
420,mid,pubmed
421,mid,pubmed
422,easy,pubmed
423,hard,pubmed
424,hard,pubmed
425,easy,pubmed
426,easy,pubmed
427,hard,pubmed
428,hard,pubmed
429,easy,pubmed
430,easy,pubmed
431,mid,pubmed
432,mid,pubmed
433,mid,pubmed
434,mid,pubmed
435,easy,pubmed
436,mid,pubmed
437,easy,pubmed
438,mid,pubmed
439,easy,pubmed
440,hard,pubmed
441,hard,pubmed
442,easy,pubmed
443,hard,pubmed
444,mid,pubmed
445,hard,pubmed
446,mid,pubmed
447,hard,pubmed
448,hard,pubmed
449,mid,pubmed
450,mid,pubmed
451,easy,pubmed
452,hard,pubmed
453,easy,pubmed
454,easy,pubmed
455,easy,pubmed
456,hard,pubmed
457,hard,pubmed
458,mid,pubmed
459,hard,pubmed
460,hard,pubmed
461,easy,pubmed
462,mid,pubmed
463,hard,pubmed
464,hard,pubmed
465,easy,pubmed
466,mid,pubmed
467,hard,pubmed
468,easy,pubmed
469,mid,pubmed
470,mid,pubmed
471,mid,pubmed
472,easy,pubmed
473,hard,pubmed
474,easy,pubmed
475,easy,pubmed
476,easy,pubmed
477,easy,pubmed
478,easy,pubmed
479,easy,pubmed
480,mid,pubmed
481,hard,pubmed
482,easy,pubmed
483,mid,pubmed
484,mid,pubmed
485,hard,pubmed
486,hard,pubmed
487,easy,pubmed
488,mid,pubmed
489,hard,pubmed
490,hard,pubmed
491,mid,pubmed
492,easy,pubmed
493,easy,pubmed
494,easy,pubmed
495,mid,pubmed
496,easy,pubmed
497,hard,pubmed
498,easy,pubmed
499,easy,pubmed
500,easy,pubmed
501,easy,pubmed
502,mid,pubmed
503,easy,pubmed
504,hard,pubmed
505,mid,pubmed
506,mid,pubmed
507,easy,pubmed
508,hard,pubmed
509,easy,pubmed
510,mid,pubmed
511,mid,pubmed
512,mid,pubmed
513,hard,pubmed
514,mid,pubmed
515,hard,pubmed
516,easy,pubmed
517,easy,pubmed
518,hard,pubmed
519,easy,pubmed
520,mid,pubmed
521,hard,pubmed
522,hard,pubmed
523,hard,pubmed
524,hard,pubmed
525,easy,pubmed
526,hard,pubmed
527,mid,pubmed
528,easy,pubmed
529,hard,pubmed
530,easy,pubmed
531,mid,pubmed
532,hard,pubmed
533,mid,pubmed
534,hard,pubmed
535,mid,pubmed
536,hard,pubmed
537,hard,pubmed
538,hard,pubmed
539,mid,pubmed
540,mid,pubmed
541,mid,pubmed
542,hard,pubmed
543,mid,pubmed
544,mid,pubmed
545,mid,pubmed
546,hard,pubmed
547,easy,pubmed
548,hard,pubmed
549,mid,pubmed
550,mid,pubmed
551,hard,pubmed
552,hard,pubmed
553,easy,pubmed
554,hard,pubmed
555,hard,pubmed
556,hard,pubmed
557,easy,pubmed
558,easy,pubmed
559,mid,pubmed
560,hard,pubmed
561,mid,pubmed
562,hard,pubmed
563,hard,pubmed
564,easy,pubmed
565,easy,pubmed
566,mid,pubmed
567,hard,pubmed
568,hard,pubmed
569,easy,pubmed
570,easy,pubmed
571,easy,pubmed
572,mid,pubmed
573,hard,pubmed
574,hard,pubmed
575,hard,pubmed
576,hard,pubmed
577,mid,pubmed
578,hard,pubmed
579,mid,pubmed
580,hard,pubmed
581,easy,pubmed
582,mid,pubmed
583,easy,pubmed
584,mid,pubmed
585,mid,pubmed
586,mid,pubmed
587,hard,pubmed
588,mid,pubmed
589,mid,pubmed
590,hard,pubmed
591,hard,pubmed
592,mid,pubmed
593,hard,pubmed
594,mid,pubmed
595,hard,pubmed
596,hard,pubmed
597,hard,pubmed
598,easy,pubmed
599,easy,pubmed
600,hard,pubmed
601,easy,pubmed
602,hard,pubmed
603,mid,pubmed
604,hard,pubmed
605,mid,pubmed
606,easy,pubmed
607,mid,pubmed
608,easy,pubmed
609,hard,pubmed
610,easy,pubmed
611,easy,pubmed
612,easy,pubmed
613,easy,pubmed
614,hard,pubmed
615,easy,pubmed
616,hard,pubmed
617,easy,pubmed
618,easy,pubmed
619,easy,pubmed
620,mid,pubmed
621,easy,pubmed
622,easy,pubmed
623,mid,pubmed
624,mid,pubmed
625,easy,pubmed
626,hard,pubmed
627,easy,pubmed
628,mid,pubmed
629,hard,pubmed
630,mid,pubmed
631,hard,pubmed
632,easy,pubmed
633,mid,pubmed
634,hard,pubmed
635,mid,pubmed
636,hard,pubmed
637,mid,pubmed
638,mid,pubmed
639,hard,pubmed
640,mid,pubmed
641,hard,pubmed
642,mid,pubmed
643,mid,pubmed
644,easy,pubmed
645,easy,pubmed
646,mid,pubmed
647,mid,pubmed
648,mid,pubmed
649,hard,pubmed
650,easy,pubmed
651,hard,pubmed
652,easy,pubmed
653,easy,pubmed
654,mid,pubmed
655,easy,pubmed
656,easy,pubmed
657,hard,pubmed
658,hard,pubmed
659,mid,pubmed
660,easy,pubmed
661,easy,pubmed
662,easy,pubmed
663,mid,pubmed
664,hard,pubmed
665,mid,pubmed
666,easy,pubmed
667,hard,pubmed
668,mid,pubmed
669,easy,pubmed
670,hard,pubmed
671,mid,pubmed
672,mid,pubmed
673,easy,pubmed
674,mid,pubmed
675,easy,pubmed
676,easy,pubmed
677,mid,pubmed
678,mid,pubmed
679,easy,pubmed
680,mid,pubmed
681,easy,pubmed
682,hard,pubmed
683,mid,pubmed
684,mid,pubmed
685,easy,pubmed
686,easy,pubmed
687,hard,pubmed
688,hard,pubmed
689,mid,pubmed
690,easy,pubmed
691,mid,pubmed
692,mid,pubmed
693,mid,pubmed
694,easy,pubmed
695,hard,pubmed
696,hard,pubmed
697,easy,pubmed
698,easy,pubmed
699,easy,pubmed
700,easy,pubmed
701,mid,pubmed
702,mid,pubmed
703,easy,pubmed
704,mid,pubmed
705,hard,pubmed
706,mid,pubmed
707,hard,pubmed
708,mid,pubmed
709,hard,pubmed
710,hard,pubmed
711,easy,pubmed
712,mid,pubmed
713,easy,pubmed
714,easy,pubmed
715,hard,pubmed
716,mid,pubmed
717,hard,pubmed
718,easy,pubmed
719,hard,pubmed
720,hard,pubmed
721,mid,pubmed
722,easy,pubmed
723,easy,pubmed
724,easy,pubmed
725,hard,pubmed
726,mid,pubmed
727,hard,pubmed
728,hard,pubmed
729,easy,pubmed
730,easy,pubmed
731,mid,pubmed
732,mid,pubmed
733,mid,pubmed
734,hard,pubmed
735,mid,pubmed
736,mid,pubmed
737,easy,pubmed
738,mid,pubmed
739,mid,pubmed
740,hard,pubmed
741,easy,pubmed
742,hard,pubmed
743,mid,pubmed
744,mid,pubmed
745,easy,pubmed
746,mid,pubmed
747,easy,pubmed
748,mid,pubmed
749,hard,pubmed
750,hard,pubmed
751,easy,pubmed
752,mid,pubmed
753,easy,pubmed
754,easy,pubmed
755,hard,pubmed
756,mid,pubmed
757,easy,pubmed
758,mid,pubmed
759,easy,pubmed
760,hard,pubmed
761,mid,pubmed
762,easy,pubmed
763,hard,pubmed
764,easy,pubmed
765,hard,pubmed
766,easy,pubmed
767,hard,pubmed
768,mid,pubmed
769,mid,pubmed
770,hard,pubmed
771,hard,pubmed
772,easy,pubmed
773,hard,pubmed
774,mid,pubmed
775,mid,pubmed
776,easy,pubmed
777,hard,pubmed
778,hard,pubmed
779,easy,pubmed
780,easy,pubmed
781,mid,pubmed
782,easy,pubmed
783,hard,pubmed
784,hard,pubmed
785,easy,pubmed
786,mid,pubmed
787,mid,pubmed
788,easy,pubmed
789,mid,pubmed
790,easy,pubmed
791,hard,pubmed
792,mid,pubmed
793,easy,pubmed
794,hard,pubmed
795,hard,pubmed
796,mid,pubmed
797,easy,pubmed
798,easy,pubmed
799,hard,pubmed
800,easy,pubmed
801,easy,pubmed
802,hard,pubmed
803,mid,pubmed
804,easy,pubmed
805,easy,pubmed
806,mid,pubmed
807,mid,pubmed
808,hard,pubmed
809,easy,pubmed
810,mid,pubmed
811,hard,pubmed
812,easy,pubmed
813,easy,pubmed
814,easy,pubmed
815,mid,pubmed
816,hard,pubmed
817,mid,pubmed
818,easy,pubmed
819,hard,pubmed
820,hard,pubmed
821,easy,pubmed
822,hard,pubmed
823,hard,pubmed
824,mid,pubmed
825,mid,pubmed
826,mid,pubmed
827,mid,pubmed
828,mid,pubmed
829,easy,pubmed
830,hard,pubmed
831,easy,pubmed
832,easy,pubmed
833,mid,pubmed
834,hard,pubmed
835,hard,pubmed
836,hard,pubmed
837,mid,pubmed
838,hard,pubmed
839,hard,pubmed
840,hard,pubmed
841,mid,pubmed
842,hard,pubmed
843,mid,pubmed
844,easy,pubmed
845,hard,pubmed
846,hard,pubmed
847,hard,pubmed
848,easy,pubmed
849,hard,pubmed
850,easy,pubmed
851,easy,pubmed
852,mid,pubmed
853,mid,pubmed
854,easy,pubmed
855,hard,pubmed
856,hard,pubmed
857,mid,pubmed
858,mid,pubmed
859,hard,pubmed
860,easy,pubmed
861,easy,pubmed
862,hard,pubmed
863,easy,pubmed
864,mid,pubmed
865,easy,pubmed
866,mid,pubmed
867,mid,pubmed
868,hard,pubmed
869,easy,pubmed
870,hard,pubmed
871,easy,pubmed
872,hard,pubmed
873,mid,pubmed
874,hard,pubmed
875,easy,pubmed
876,mid,pubmed
877,hard,pubmed
878,hard,pubmed
879,hard,pubmed
880,mid,pubmed
881,easy,pubmed
882,easy,pubmed
883,mid,pubmed
884,mid,pubmed
885,hard,pubmed
886,mid,pubmed
887,mid,pubmed
888,mid,pubmed
889,hard,pubmed
890,hard,pubmed
891,mid,pubmed
892,easy,pubmed
893,easy,pubmed
894,mid,pubmed
895,mid,pubmed
896,hard,pubmed
897,mid,pubmed
898,mid,pubmed
899,hard,pubmed
900,hard,pubmed
901,mid,pubmed
902,hard,pubmed
903,easy,pubmed
904,mid,pubmed
905,mid,pubmed
906,hard,pubmed
907,easy,pubmed
908,mid,pubmed
909,hard,pubmed
910,easy,pubmed
911,hard,pubmed
912,hard,pubmed
913,hard,pubmed
914,easy,pubmed
915,hard,pubmed
916,hard,pubmed
917,hard,pubmed
918,hard,pubmed
919,easy,pubmed
920,easy,pubmed
921,hard,pubmed
922,hard,pubmed
923,mid,pubmed
924,mid,pubmed
925,mid,pubmed
926,mid,pubmed
927,mid,pubmed
928,easy,pubmed
929,easy,pubmed
930,hard,pubmed
931,easy,pubmed
932,hard,pubmed
933,easy,pubmed
934,hard,pubmed
935,hard,pubmed
936,mid,pubmed
937,hard,pubmed
938,mid,pubmed
939,easy,pubmed
940,easy,pubmed
941,mid,pubmed
942,mid,pubmed
943,hard,pubmed
944,hard,pubmed
945,mid,pubmed
946,easy,pubmed
947,mid,pubmed
948,easy,pubmed
949,mid,pubmed
950,hard,pubmed
951,mid,pubmed
952,hard,pubmed
953,mid,pubmed
954,hard,pubmed
955,easy,pubmed
956,easy,pubmed
957,mid,pubmed
958,hard,pubmed
959,easy,pubmed
960,hard,pubmed
961,easy,pubmed
962,hard,pubmed
963,easy,pubmed
964,easy,pubmed
965,mid,pubmed
966,easy,pubmed
967,hard,pubmed
968,hard,pubmed
969,mid,pubmed
970,easy,pubmed
971,mid,pubmed
972,mid,pubmed
973,mid,pubmed
974,easy,pubmed
975,hard,pubmed
976,hard,pubmed
977,easy,pubmed
978,easy,pubmed
979,mid,pubmed
980,easy,pubmed
981,mid,pubmed
982,easy,pubmed
983,hard,pubmed
984,hard,pubmed
985,mid,pubmed
986,hard,pubmed
987,hard,pubmed
988,hard,pubmed
989,hard,pubmed
990,easy,pubmed
991,easy,pubmed
992,mid,pubmed
993,easy,pubmed
994,mid,pubmed
995,hard,pubmed
996,easy,pubmed
997,hard,pubmed
998,hard,pubmed
999,mid,pubmed
1000,easy,pubmed
1001,hard,pubmed
1002,mid,pubmed
1003,mid,pubmed
1004,easy,pubmed
1005,mid,pubmed
1006,mid,pubmed
1007,easy,pubmed
1008,mid,pubmed
1009,mid,pubmed
1010,hard,pubmed
1011,easy,pubmed
1012,easy,pubmed
1013,hard,pubmed
1014,easy,pubmed
1015,hard,pubmed
1016,hard,pubmed
1017,hard,pubmed
1018,hard,pubmed
1019,easy,pubmed
1020,mid,pubmed
1021,hard,pubmed
1022,hard,pubmed
1023,hard,pubmed
1024,hard,pubmed
1025,hard,pubmed
1026,mid,pubmed
1027,mid,pubmed
1028,easy,pubmed
1029,easy,pubmed
1030,hard,pubmed
1031,hard,pubmed
1032,hard,pubmed
1033,easy,pubmed
1034,hard,pubmed
1035,easy,pubmed
1036,mid,pubmed
1037,mid,pubmed
1038,hard,pubmed
1039,hard,pubmed
1040,mid,pubmed
1041,mid,pubmed
1042,hard,pubmed
1043,easy,pubmed
1044,hard,pubmed
1045,mid,pubmed
1046,hard,pubmed
1047,mid,pubmed
1048,easy,pubmed
1049,easy,pubmed
1050,hard,pubmed
1051,easy,pubmed
1052,mid,pubmed
1053,hard,pubmed
1054,easy,pubmed
1055,easy,pubmed
1056,easy,pubmed
1057,easy,pubmed
1058,easy,pubmed
1059,hard,pubmed
1060,easy,pubmed
1061,hard,pubmed
1062,mid,pubmed
1063,easy,pubmed
1064,easy,pubmed
1065,easy,pubmed
1066,mid,pubmed
1067,mid,pubmed
1068,hard,pubmed
1069,easy,pubmed
1070,easy,pubmed
1071,hard,pubmed
1072,hard,pubmed
1073,mid,pubmed
1074,easy,pubmed
1075,mid,pubmed
1076,easy,pubmed
1077,mid,pubmed
1078,hard,pubmed
1079,mid,pubmed
1080,easy,pubmed
1081,easy,pubmed
1082,hard,pubmed
1083,mid,pubmed
1084,easy,pubmed
1085,easy,pubmed
1086,mid,pubmed
1087,easy,pubmed
1088,mid,pubmed
1089,easy,pubmed
1090,hard,pubmed
1091,easy,pubmed
1092,easy,pubmed
1093,easy,pubmed
1094,mid,pubmed
1095,mid,pubmed
1096,mid,pubmed
1097,hard,pubmed
1098,hard,pubmed
1099,hard,pubmed
1100,mid,pubmed
1101,easy,pubmed
1102,mid,pubmed
1103,easy,pubmed
1104,mid,pubmed
1105,hard,pubmed
1106,mid,pubmed
1107,easy,pubmed
1108,hard,pubmed
1109,hard,pubmed
1110,easy,pubmed
1111,easy,pubmed
1112,mid,pubmed
1113,easy,pubmed
1114,hard,pubmed
1115,mid,pubmed
1116,hard,pubmed
1117,easy,pubmed
1118,hard,pubmed
1119,easy,pubmed
1120,mid,pubmed
1121,mid,pubmed
1122,mid,pubmed
1123,easy,pubmed
1124,mid,pubmed
1125,easy,pubmed
1126,mid,pubmed
1127,mid,pubmed
1128,mid,pubmed
1129,mid,pubmed
1130,mid,pubmed
1131,hard,pubmed
1132,easy,pubmed
1133,mid,pubmed
1134,mid,pubmed
1135,hard,pubmed
1136,easy,pubmed
1137,easy,pubmed
1138,hard,pubmed
1139,easy,pubmed
1140,hard,pubmed
1141,hard,pubmed
1142,hard,pubmed
1143,hard,pubmed
1144,hard,pubmed
1145,mid,pubmed
1146,easy,pubmed
1147,hard,pubmed
1148,easy,pubmed
1149,easy,pubmed
1150,hard,pubmed
1151,mid,pubmed
1152,mid,pubmed
1153,easy,pubmed
1154,hard,pubmed
1155,hard,pubmed
1156,easy,pubmed
1157,easy,pubmed
1158,easy,pubmed
1159,hard,pubmed
1160,hard,pubmed
1161,hard,pubmed
1162,easy,pubmed
1163,easy,pubmed
1164,mid,pubmed
1165,easy,pubmed
1166,easy,pubmed
1167,hard,pubmed
1168,mid,pubmed
1169,mid,pubmed
1170,easy,pubmed
1171,mid,pubmed
1172,mid,pubmed
1173,easy,pubmed
1174,mid,pubmed
1175,mid,pubmed
1176,hard,pubmed
1177,mid,pubmed
1178,hard,pubmed
1179,easy,pubmed
1180,easy,pubmed
1181,hard,pubmed
1182,mid,pubmed
1183,hard,pubmed
1184,hard,pubmed
1185,easy,pubmed
1186,hard,pubmed
1187,easy,pubmed
1188,easy,pubmed
1189,easy,pubmed
1190,easy,pubmed
1191,easy,pubmed
1192,easy,pubmed
1193,mid,pubmed
1194,easy,pubmed
1195,easy,pubmed
1196,easy,pubmed
1197,hard,pubmed
1198,mid,pubmed
1199,hard,pubmed
1200,hard,pubmed
1201,mid,pubmed
1202,mid,pubmed
1203,mid,pubmed
1204,hard,pubmed
1205,hard,pubmed
1206,mid,pubmed
1207,easy,pubmed
1208,hard,pubmed
1209,hard,pubmed
1210,easy,pubmed
1211,mid,pubmed
1212,mid,pubmed
1213,mid,pubmed
1214,easy,pubmed
1215,mid,pubmed
1216,hard,pubmed
1217,mid,pubmed
1218,easy,pubmed
1219,hard,pubmed
1220,hard,pubmed
1221,easy,pubmed
1222,easy,pubmed
1223,easy,pubmed
1224,mid,pubmed
1225,mid,pubmed
1226,hard,pubmed
1227,easy,pubmed
1228,easy,pubmed
1229,easy,pubmed
1230,hard,pubmed
1231,hard,pubmed
1232,easy,pubmed
1233,hard,pubmed
1234,hard,pubmed
1235,hard,pubmed
1236,mid,pubmed
1237,easy,pubmed
1238,hard,pubmed
1239,hard,pubmed
1240,easy,pubmed
1241,mid,pubmed
1242,easy,pubmed
1243,hard,pubmed
1244,hard,pubmed
1245,mid,pubmed
1246,hard,pubmed
1247,hard,pubmed
1248,mid,pubmed
1249,hard,pubmed
1250,mid,pubmed
1251,easy,pubmed
1252,easy,pubmed
1253,hard,pubmed
1254,easy,pubmed
1255,mid,pubmed
1256,easy,pubmed
1257,mid,pubmed
1258,mid,pubmed
1259,easy,pubmed
1260,hard,pubmed
1261,easy,pubmed
1262,easy,pubmed
1263,hard,pubmed
1264,mid,pubmed
1265,hard,pubmed
1266,hard,pubmed
1267,hard,pubmed
1268,easy,pubmed
1269,mid,pubmed
1270,mid,pubmed
1271,mid,pubmed
1272,mid,pubmed
1273,hard,pubmed
1274,mid,pubmed
1275,easy,pubmed
1276,easy,pubmed
1277,mid,pubmed
1278,hard,pubmed
1279,mid,pubmed
1280,hard,pubmed
1281,easy,pubmed
1282,mid,pubmed
1283,easy,pubmed
1284,easy,pubmed
1285,mid,pubmed
1286,easy,pubmed
1287,easy,pubmed
1288,mid,pubmed
1289,hard,pubmed
1290,easy,pubmed
1291,easy,pubmed
1292,easy,pubmed
1293,mid,pubmed
1294,mid,pubmed
1295,hard,pubmed
1296,easy,pubmed
1297,easy,pubmed
1298,easy,pubmed
1299,hard,pubmed
1300,hard,pubmed
1301,easy,pubmed
1302,hard,pubmed
1303,easy,pubmed
1304,mid,pubmed
1305,easy,pubmed
1306,hard,pubmed
1307,hard,pubmed
1308,easy,pubmed
1309,easy,pubmed
1310,mid,pubmed
1311,mid,pubmed
1312,hard,pubmed
1313,mid,pubmed
1314,easy,pubmed
1315,easy,pubmed
1316,hard,pubmed
1317,mid,pubmed
1318,mid,pubmed
1319,mid,pubmed
1320,hard,pubmed
1321,hard,pubmed
1322,mid,pubmed
1323,mid,pubmed
1324,hard,pubmed
1325,easy,pubmed
1326,mid,pubmed
1327,mid,pubmed
1328,easy,pubmed
1329,mid,pubmed
1330,mid,pubmed
1331,hard,pubmed
1332,hard,pubmed
1333,easy,pubmed
1334,mid,pubmed
1335,easy,pubmed
1336,easy,pubmed
1337,mid,pubmed
1338,mid,pubmed
1339,hard,pubmed
1340,mid,pubmed
1341,mid,pubmed
1342,mid,pubmed
1343,hard,pubmed
1344,hard,pubmed
1345,hard,pubmed
1346,hard,pubmed
1347,mid,pubmed
1348,easy,pubmed
1349,hard,pubmed
1350,easy,pubmed
1351,easy,pubmed
1352,easy,pubmed
1353,hard,pubmed
1354,easy,pubmed
1355,hard,pubmed
1356,mid,pubmed
1357,easy,pubmed
1358,easy,pubmed
1359,hard,pubmed
1360,hard,pubmed
