seq_id,cluster,source
252,offdomain,c4
253,good,pubmed
254,offdomain,c4
255,offdomain,c4
256,offdomain,c4
257,good,pubmed
258,offdomain,c4
259,offdomain,c4
260,corrupt,pubmed-shuffled
261,offdomain,c4
262,offdomain,c4
263,offdomain,c4
264,offdomain,c4
265,good,pubmed
266,good,pubmed
267,offdomain,c4
268,good,pubmed
269,offdomain,c4
270,offdomain,c4
271,offdomain,c4
272,offdomain,c4
273,offdomain,c4
274,offdomain,c4
275,offdomain,c4
276,offdomain,c4
277,offdomain,c4
278,good,pubmed
279,offdomain,c4
280,corrupt,pubmed-shuffled
281,good,pubmed
282,offdomain,c4
283,corrupt,pubmed-shuffled
284,corrupt,pubmed-shuffled
285,offdomain,c4
286,offdomain,c4
287,offdomain,c4
288,offdomain,c4
289,offdomain,c4
290,good,pubmed
291,good,pubmed
292,good,pubmed
293,good,pubmed
294,good,pubmed
295,good,pubmed
296,offdomain,c4
297,good,pubmed
298,good,pubmed
299,corrupt,pubmed-shuffled
300,corrupt,pubmed-shuffled
301,good,pubmed
302,offdomain,c4
303,good,pubmed
304,good,pubmed
305,good,pubmed
306,offdomain,c4
307,good,pubmed
308,good,pubmed
309,offdomain,c4
310,offdomain,c4
311,offdomain,c4
312,offdomain,c4
313,offdomain,c4
314,corrupt,pubmed-shuffled
315,corrupt,pubmed-shuffled
316,good,pubmed
317,offdomain,c4
318,corrupt,pubmed-shuffled
319,corrupt,pubmed-shuffled
320,offdomain,c4
321,corrupt,pubmed-shuffled
322,good,pubmed
323,good,pubmed
324,offdomain,c4
325,corrupt,pubmed-shuffled
326,good,pubmed
327,good,pubmed
328,offdomain,c4
329,offdomain,c4
330,good,pubmed
331,offdomain,c4
332,good,pubmed
333,good,pubmed
334,offdomain,c4
335,offdomain,c4
336,offdomain,c4
337,good,pubmed
338,good,pubmed
339,good,pubmed
340,good,pubmed
341,corrupt,pubmed-shuffled
342,good,pubmed
343,offdomain,c4
344,good,pubmed
345,good,pubmed
346,good,pubmed
347,corrupt,pubmed-shuffled
348,good,pubmed
349,good,pubmed
350,good,pubmed
351,good,pubmed
352,good,pubmed
353,good,pubmed
354,corrupt,pubmed-shuffled
355,offdomain,c4
356,corrupt,pubmed-shuffled
357,good,pubmed
358,offdomain,c4
359,good,pubmed
360,good,pubmed
361,offdomain,c4
362,good,pubmed
363,good,pubmed
364,offdomain,c4
365,offdomain,c4
366,offdomain,c4
367,corrupt,pubmed-shuffled
368,corrupt,pubmed-shuffled
369,corrupt,pubmed-shuffled
370,offdomain,c4
371,offdomain,c4
372,good,pubmed
373,good,pubmed
374,good,pubmed
375,corrupt,pubmed-shuffled
376,offdomain,c4
377,corrupt,pubmed-shuffled
378,offdomain,c4
379,offdomain,c4
380,offdomain,c4
381,offdomain,c4
382,good,pubmed
383,offdomain,c4
384,corrupt,pubmed-shuffled
385,offdomain,c4
386,good,pubmed
387,offdomain,c4
388,corrupt,pubmed-shuffled
389,offdomain,c4
390,good,pubmed
391,offdomain,c4
392,good,pubmed
393,offdomain,c4
394,offdomain,c4
395,offdomain,c4
396,corrupt,pubmed-shuffled
397,good,pubmed
398,corrupt,pubmed-shuffled
399,offdomain,c4
400,good,pubmed
401,offdomain,c4
402,offdomain,c4
403,offdomain,c4
404,offdomain,c4
405,good,pubmed
406,offdomain,c4
407,corrupt,pubmed-shuffled
408,offdomain,c4
409,corrupt,pubmed-shuffled
410,good,pubmed
411,good,pubmed
412,corrupt,pubmed-shuffled
413,good,pubmed
414,corrupt,pubmed-shuffled
415,corrupt,pubmed-shuffled
416,good,pubmed
417,corrupt,pubmed-shuffled
418,offdomain,c4
419,offdomain,c4
420,corrupt,pubmed-shuffled
421,offdomain,c4
422,offdomain,c4
423,good,pubmed
424,corrupt,pubmed-shuffled
425,good,pubmed
426,corrupt,pubmed-shuffled
427,offdomain,c4
428,good,pubmed
429,good,pubmed
430,offdomain,c4
431,good,pubmed
432,good,pubmed
433,corrupt,pubmed-shuffled
434,good,pubmed
435,corrupt,pubmed-shuffled
436,good,pubmed
437,good,pubmed
438,corrupt,pubmed-shuffled
439,good,pubmed
440,good,pubmed
441,good,pubmed
442,offdomain,c4
443,offdomain,c4
444,corrupt,pubmed-shuffled
445,corrupt,pubmed-shuffled
446,offdomain,c4
447,corrupt,pubmed-shuffled
448,offdomain,c4
449,good,pubmed
450,good,pubmed
451,offdomain,c4
452,good,pubmed
453,corrupt,pubmed-shuffled
454,offdomain,c4
455,offdomain,c4
456,corrupt,pubmed-shuffled
457,good,pubmed
458,corrupt,pubmed-shuffled
459,offdomain,c4
460,corrupt,pubmed-shuffled
461,offdomain,c4
462,good,pubmed
463,offdomain,c4
464,corrupt,pubmed-shuffled
465,good,pubmed
466,corrupt,pubmed-shuffled
467,offdomain,c4
468,good,pubmed
469,offdomain,c4
470,good,pubmed
471,offdomain,c4
472,offdomain,c4
473,offdomain,c4
474,corrupt,pubmed-shuffled
475,offdomain,c4
476,offdomain,c4
477,good,pubmed
478,good,pubmed
479,offdomain,c4
480,good,pubmed
481,offdomain,c4
482,offdomain,c4
483,good,pubmed
484,offdomain,c4
485,good,pubmed
486,good,pubmed
487,good,pubmed
488,offdomain,c4
489,offdomain,c4
490,offdomain,c4
491,corrupt,pubmed-shuffled
492,offdomain,c4
493,offdomain,c4
494,good,pubmed
495,good,pubmed
496,good,pubmed
497,good,pubmed
498,good,pubmed
499,offdomain,c4
500,corrupt,pubmed-shuffled
501,offdomain,c4
502,offdomain,c4
503,good,pubmed
504,good,pubmed
505,good,pubmed
506,offdomain,c4
507,offdomain,c4
508,good,pubmed
509,corrupt,pubmed-shuffled
510,corrupt,pubmed-shuffled
511,good,pubmed
512,offdomain,c4
513,corrupt,pubmed-shuffled
514,corrupt,pubmed-shuffled
515,offdomain,c4
516,offdomain,c4
517,good,pubmed
518,good,pubmed
519,corrupt,pubmed-shuffled
520,good,pubmed
521,offdomain,c4
522,offdomain,c4
523,offdomain,c4
524,offdomain,c4
525,good,pubmed
526,corrupt,pubmed-shuffled
527,offdomain,c4
528,offdomain,c4
529,good,pubmed
530,offdomain,c4
531,offdomain,c4
532,offdomain,c4
533,offdomain,c4
534,offdomain,c4
535,corrupt,pubmed-shuffled
536,offdomain,c4
537,good,pubmed
538,good,pubmed
539,offdomain,c4
540,good,pubmed
541,good,pubmed
542,offdomain,c4
543,corrupt,pubmed-shuffled
544,corrupt,pubmed-shuffled
545,offdomain,c4
546,offdomain,c4
547,offdomain,c4
548,corrupt,pubmed-shuffled
549,good,pubmed
550,offdomain,c4
551,corrupt,pubmed-shuffled
552,good,pubmed
553,corrupt,pubmed-shuffled
554,offdomain,c4
555,corrupt,pubmed-shuffled
556,offdomain,c4
557,good,pubmed
558,offdomain,c4
559,corrupt,pubmed-shuffled
560,good,pubmed
561,offdomain,c4
562,offdomain,c4
563,corrupt,pubmed-shuffled
564,offdomain,c4
565,offdomain,c4
566,offdomain,c4
567,good,pubmed
568,offdomain,c4
569,corrupt,pubmed-shuffled
570,offdomain,c4
571,good,pubmed
572,good,pubmed
573,good,pubmed
574,offdomain,c4
575,good,pubmed
576,offdomain,c4
577,offdomain,c4
578,corrupt,pubmed-shuffled
579,corrupt,pubmed-shuffled
580,offdomain,c4
581,good,pubmed
582,good,pubmed
583,good,pubmed
584,offdomain,c4
585,offdomain,c4
586,good,pubmed
587,corrupt,pubmed-shuffled
588,offdomain,c4
589,offdomain,c4
590,corrupt,pubmed-shuffled
591,corrupt,pubmed-shuffled
592,offdomain,c4
593,offdomain,c4
594,offdomain,c4
595,good,pubmed
596,offdomain,c4
597,offdomain,c4
598,offdomain,c4
599,good,pubmed
600,corrupt,pubmed-shuffled
601,corrupt,pubmed-shuffled
602,good,pubmed
603,offdomain,c4
604,offdomain,c4
605,good,pubmed
606,good,pubmed
607,corrupt,pubmed-shuffled
608,good,pubmed
609,offdomain,c4
610,corrupt,pubmed-shuffled
611,offdomain,c4
612,offdomain,c4
613,good,pubmed
614,corrupt,pubmed-shuffled
615,corrupt,pubmed-shuffled
616,corrupt,pubmed-shuffled
617,good,pubmed
618,good,pubmed
619,good,pubmed
620,corrupt,pubmed-shuffled
621,corrupt,pubmed-shuffled
622,offdomain,c4
623,good,pubmed
624,good,pubmed
625,corrupt,pubmed-shuffled
626,good,pubmed
627,offdomain,c4
628,good,pubmed
629,good,pubmed
630,offdomain,c4
631,good,pubmed
632,corrupt,pubmed-shuffled
633,offdomain,c4
634,offdomain,c4
635,good,pubmed
636,good,pubmed
637,corrupt,pubmed-shuffled
638,good,pubmed
639,offdomain,c4
640,good,pubmed
641,good,pubmed
642,good,pubmed
643,good,pubmed
644,corrupt,pubmed-shuffled
645,offdomain,c4
646,good,pubmed
647,corrupt,pubmed-shuffled
648,corrupt,pubmed-shuffled
649,corrupt,pubmed-shuffled
650,corrupt,pubmed-shuffled
651,offdomain,c4
652,offdomain,c4
653,corrupt,pubmed-shuffled
654,offdomain,c4
655,offdomain,c4
656,corrupt,pubmed-shuffled
657,good,pubmed
658,corrupt,pubmed-shuffled
659,offdomain,c4
660,offdomain,c4
661,good,pubmed
662,offdomain,c4
663,offdomain,c4
664,offdomain,c4
665,good,pubmed
666,offdomain,c4
667,good,pubmed
668,good,pubmed
669,offdomain,c4
670,good,pubmed
671,corrupt,pubmed-shuffled
672,offdomain,c4
673,offdomain,c4
674,good,pubmed
675,offdomain,c4
676,good,pubmed
677,offdomain,c4
678,offdomain,c4
679,offdomain,c4
680,good,pubmed
681,offdomain,c4
682,good,pubmed
683,offdomain,c4
684,offdomain,c4
685,good,pubmed
686,offdomain,c4
687,good,pubmed
688,offdomain,c4
689,offdomain,c4
690,offdomain,c4
691,corrupt,pubmed-shuffled
692,good,pubmed
693,good,pubmed
694,offdomain,c4
695,good,pubmed
696,good,pubmed
697,offdomain,c4
698,offdomain,c4
699,good,pubmed
700,offdomain,c4
701,good,pubmed
702,good,pubmed
703,offdomain,c4
704,good,pubmed
705,corrupt,pubmed-shuffled
706,good,pubmed
707,offdomain,c4
708,offdomain,c4
709,offdomain,c4
710,offdomain,c4
711,good,pubmed
712,good,pubmed
713,offdomain,c4
714,good,pubmed
715,good,pubmed
716,good,pubmed
717,offdomain,c4
718,good,pubmed
719,corrupt,pubmed-shuffled
720,offdomain,c4
721,good,pubmed
722,corrupt,pubmed-shuffled
723,offdomain,c4
724,offdomain,c4
725,corrupt,pubmed-shuffled
726,offdomain,c4
727,good,pubmed
728,offdomain,c4
729,corrupt,pubmed-shuffled
730,corrupt,pubmed-shuffled
731,good,pubmed
732,corrupt,pubmed-shuffled
733,offdomain,c4
734,corrupt,pubmed-shuffled
735,good,pubmed
736,good,pubmed
737,offdomain,c4
738,offdomain,c4
739,corrupt,pubmed-shuffled
740,corrupt,pubmed-shuffled
741,offdomain,c4
742,offdomain,c4
743,offdomain,c4
744,offdomain,c4
745,corrupt,pubmed-shuffled
746,offdomain,c4
747,corrupt,pubmed-shuffled
748,offdomain,c4
749,good,pubmed
750,offdomain,c4
751,corrupt,pubmed-shuffled
752,offdomain,c4
753,good,pubmed
754,offdomain,c4
755,corrupt,pubmed-shuffled
756,offdomain,c4
757,offdomain,c4
758,good,pubmed
759,offdomain,c4
760,offdomain,c4
761,good,pubmed
762,good,pubmed
763,offdomain,c4
764,corrupt,pubmed-shuffled
765,offdomain,c4
766,offdomain,c4
767,offdomain,c4
768,good,pubmed
769,corrupt,pubmed-shuffled
770,offdomain,c4
771,good,pubmed
772,corrupt,pubmed-shuffled
773,offdomain,c4
774,offdomain,c4
775,corrupt,pubmed-shuffled
776,offdomain,c4
777,corrupt,pubmed-shuffled
778,offdomain,c4
779,offdomain,c4
780,offdomain,c4
781,offdomain,c4
782,good,pubmed
783,good,pubmed
784,offdomain,c4
785,good,pubmed
786,good,pubmed
787,good,pubmed
788,good,pubmed
789,good,pubmed
790,good,pubmed
791,good,pubmed
792,offdomain,c4
793,good,pubmed
794,offdomain,c4
795,good,pubmed
796,corrupt,pubmed-shuffled
797,corrupt,pubmed-shuffled
798,corrupt,pubmed-shuffled
799,offdomain,c4
800,offdomain,c4
801,offdomain,c4
802,good,pubmed
803,good,pubmed
804,offdomain,c4
805,corrupt,pubmed-shuffled
806,offdomain,c4
807,offdomain,c4
808,good,pubmed
809,offdomain,c4
810,corrupt,pubmed-shuffled
811,good,pubmed
812,good,pubmed
813,good,pubmed
814,corrupt,pubmed-shuffled
815,good,pubmed
816,corrupt,pubmed-shuffled
817,good,pubmed
818,good,pubmed
819,corrupt,pubmed-shuffled
820,good,pubmed
821,good,pubmed
822,good,pubmed
823,good,pubmed
824,good,pubmed
825,offdomain,c4
826,offdomain,c4
827,good,pubmed
828,offdomain,c4
829,offdomain,c4
830,offdomain,c4
831,offdomain,c4
832,corrupt,pubmed-shuffled
833,offdomain,c4
834,corrupt,pubmed-shuffled
835,good,pubmed
836,corrupt,pubmed-shuffled
837,good,pubmed
838,good,pubmed
839,good,pubmed
840,corrupt,pubmed-shuffled
841,good,pubmed
842,good,pubmed
843,good,pubmed
844,offdomain,c4
845,good,pubmed
846,offdomain,c4
847,good,pubmed
848,good,pubmed
849,offdomain,c4
850,offdomain,c4
851,corrupt,pubmed-shuffled
852,offdomain,c4
853,good,pubmed
854,offdomain,c4
855,good,pubmed
856,good,pubmed
857,offdomain,c4
858,good,pubmed
859,good,pubmed
860,corrupt,pubmed-shuffled
861,offdomain,c4
862,offdomain,c4
863,good,pubmed
864,corrupt,pubmed-shuffled
865,good,pubmed
866,good,pubmed
867,good,pubmed
868,offdomain,c4
869,offdomain,c4
870,corrupt,pubmed-shuffled
871,corrupt,pubmed-shuffled
872,corrupt,pubmed-shuffled
873,offdomain,c4
874,good,pubmed
875,good,pubmed
876,offdomain,c4
877,corrupt,pubmed-shuffled
878,offdomain,c4
879,corrupt,pubmed-shuffled
880,corrupt,pubmed-shuffled
881,corrupt,pubmed-shuffled
882,offdomain,c4
883,good,pubmed
884,offdomain,c4
885,good,pubmed
886,good,pubmed
887,offdomain,c4
888,good,pubmed
889,offdomain,c4
890,offdomain,c4
891,good,pubmed
892,corrupt,pubmed-shuffled
893,good,pubmed
894,corrupt,pubmed-shuffled
895,offdomain,c4
896,offdomain,c4
897,good,pubmed
898,offdomain,c4
899,offdomain,c4
900,offdomain,c4
901,good,pubmed
902,good,pubmed
903,corrupt,pubmed-shuffled
904,offdomain,c4
905,good,pubmed
906,offdomain,c4
907,corrupt,pubmed-shuffled
908,offdomain,c4
909,offdomain,c4
910,good,pubmed
911,offdomain,c4
912,good,pubmed
913,offdomain,c4
914,good,pubmed
915,good,pubmed
916,offdomain,c4
917,good,pubmed
918,good,pubmed
919,offdomain,c4
920,corrupt,pubmed-shuffled
921,offdomain,c4
922,offdomain,c4
923,offdomain,c4
924,offdomain,c4
925,good,pubmed
926,corrupt,pubmed-shuffled
927,corrupt,pubmed-shuffled
928,good,pubmed
929,corrupt,pubmed-shuffled
930,corrupt,pubmed-shuffled
931,good,pubmed
932,offdomain,c4
933,corrupt,pubmed-shuffled
934,offdomain,c4
935,offdomain,c4
936,offdomain,c4
937,good,pubmed
938,good,pubmed
939,corrupt,pubmed-shuffled
940,corrupt,pubmed-shuffled
941,offdomain,c4
942,good,pubmed
943,good,pubmed
944,offdomain,c4
945,offdomain,c4
946,good,pubmed
947,good,pubmed
948,offdomain,c4
949,offdomain,c4
950,offdomain,c4
951,offdomain,c4
952,offdomain,c4
953,good,pubmed
954,good,pubmed
955,corrupt,pubmed-shuffled
956,offdomain,c4
957,good,pubmed
958,offdomain,c4
959,corrupt,pubmed-shuffled
960,good,pubmed
961,good,pubmed
962,corrupt,pubmed-shuffled
963,offdomain,c4
964,good,pubmed
965,good,pubmed
966,offdomain,c4
967,offdomain,c4
968,good,pubmed
969,good,pubmed
970,good,pubmed
971,good,pubmed
972,offdomain,c4
973,good,pubmed
974,offdomain,c4
975,corrupt,pubmed-shuffled
976,offdomain,c4
977,corrupt,pubmed-shuffled
978,offdomain,c4
979,good,pubmed
980,good,pubmed
981,corrupt,pubmed-shuffled
982,good,pubmed
983,offdomain,c4
984,offdomain,c4
985,corrupt,pubmed-shuffled
986,good,pubmed
987,good,pubmed
988,offdomain,c4
989,good,pubmed
990,good,pubmed
991,corrupt,pubmed-shuffled
992,good,pubmed
993,offdomain,c4
994,good,pubmed
995,good,pubmed
996,good,pubmed
997,offdomain,c4
998,offdomain,c4
999,good,pubmed
1000,good,pubmed
1001,corrupt,pubmed-shuffled
1002,offdomain,c4
1003,offdomain,c4
1004,corrupt,pubmed-shuffled
1005,offdomain,c4
1006,offdomain,c4
1007,offdomain,c4
1008,good,pubmed
1009,good,pubmed
1010,offdomain,c4
1011,good,pubmed
1012,corrupt,pubmed-shuffled
1013,corrupt,pubmed-shuffled
1014,offdomain,c4
1015,corrupt,pubmed-shuffled
1016,good,pubmed
1017,offdomain,c4
1018,good,pubmed
1019,offdomain,c4
1020,corrupt,pubmed-shuffled
1021,offdomain,c4
1022,corrupt,pubmed-shuffled
1023,offdomain,c4
1024,corrupt,pubmed-shuffled
1025,offdomain,c4
1026,good,pubmed
1027,offdomain,c4
1028,offdomain,c4
1029,good,pubmed
1030,offdomain,c4
1031,good,pubmed
1032,good,pubmed
1033,offdomain,c4
1034,corrupt,pubmed-shuffled
1035,corrupt,pubmed-shuffled
1036,corrupt,pubmed-shuffled
1037,corrupt,pubmed-shuffled
1038,good,pubmed
1039,good,pubmed
1040,good,pubmed
1041,offdomain,c4
1042,corrupt,pubmed-shuffled
1043,good,pubmed
1044,good,pubmed
1045,corrupt,pubmed-shuffled
1046,corrupt,pubmed-shuffled
1047,good,pubmed
1048,corrupt,pubmed-shuffled
1049,corrupt,pubmed-shuffled
1050,offdomain,c4
1051,corrupt,pubmed-shuffled
1052,good,pubmed
1053,corrupt,pubmed-shuffled
1054,good,pubmed
1055,good,pubmed
1056,good,pubmed
1057,corrupt,pubmed-shuffled
1058,good,pubmed
1059,good,pubmed
1060,offdomain,c4
1061,corrupt,pubmed-shuffled
1062,good,pubmed
1063,good,pubmed
1064,corrupt,pubmed-shuffled
1065,corrupt,pubmed-shuffled
1066,offdomain,c4
1067,good,pubmed
1068,corrupt,pubmed-shuffled
1069,good,pubmed
1070,good,pubmed
1071,good,pubmed
1072,offdomain,c4
1073,good,pubmed
1074,corrupt,pubmed-shuffled
1075,good,pubmed
1076,offdomain,c4
1077,corrupt,pubmed-shuffled
1078,offdomain,c4
1079,corrupt,pubmed-shuffled
1080,offdomain,c4
1081,offdomain,c4
1082,offdomain,c4
1083,corrupt,pubmed-shuffled
1084,good,pubmed
1085,good,pubmed
1086,good,pubmed
1087,offdomain,c4
1088,corrupt,pubmed-shuffled
1089,good,pubmed
1090,good,pubmed
1091,offdomain,c4
1092,good,pubmed
1093,offdomain,c4
1094,good,pubmed
1095,offdomain,c4
1096,offdomain,c4
1097,good,pubmed
1098,offdomain,c4
1099,good,pubmed
1100,offdomain,c4
1101,corrupt,pubmed-shuffled
1102,offdomain,c4
1103,good,pubmed
1104,offdomain,c4
1105,good,pubmed
1106,offdomain,c4
1107,good,pubmed
1108,offdomain,c4
1109,good,pubmed
1110,good,pubmed
1111,offdomain,c4
1112,offdomain,c4
1113,offdomain,c4
1114,good,pubmed
1115,good,pubmed
1116,offdomain,c4
1117,corrupt,pubmed-shuffled
1118,good,pubmed
1119,offdomain,c4
1120,offdomain,c4
1121,corrupt,pubmed-shuffled
1122,good,pubmed
1123,good,pubmed
1124,good,pubmed
1125,offdomain,c4
1126,offdomain,c4
1127,good,pubmed
1128,offdomain,c4
1129,offdomain,c4
1130,offdomain,c4
1131,offdomain,c4
1132,offdomain,c4
1133,good,pubmed
1134,offdomain,c4
1135,good,pubmed
1136,offdomain,c4
1137,good,pubmed
1138,good,pubmed
1139,corrupt,pubmed-shuffled
1140,good,pubmed
1141,offdomain,c4
1142,corrupt,pubmed-shuffled
1143,good,pubmed
1144,offdomain,c4
1145,good,pubmed
1146,corrupt,pubmed-shuffled
1147,offdomain,c4
1148,offdomain,c4
1149,offdomain,c4
1150,good,pubmed
1151,offdomain,c4
1152,offdomain,c4
1153,good,pubmed
1154,offdomain,c4
1155,offdomain,c4
1156,good,pubmed
1157,good,pubmed
1158,offdomain,c4
1159,offdomain,c4
1160,offdomain,c4
1161,offdomain,c4
1162,offdomain,c4
1163,offdomain,c4
1164,good,pubmed
1165,corrupt,pubmed-shuffled
1166,offdomain,c4
1167,offdomain,c4
1168,good,pubmed
1169,good,pubmed
1170,offdomain,c4
1171,offdomain,c4
1172,corrupt,pubmed-shuffled
1173,good,pubmed
1174,corrupt,pubmed-shuffled
1175,offdomain,c4
1176,good,pubmed
1177,good,pubmed
1178,offdomain,c4
1179,offdomain,c4
1180,corrupt,pubmed-shuffled
1181,offdomain,c4
1182,offdomain,c4
1183,good,pubmed
1184,corrupt,pubmed-shuffled
1185,good,pubmed
1186,corrupt,pubmed-shuffled
1187,offdomain,c4
1188,good,pubmed
1189,good,pubmed
1190,corrupt,pubmed-shuffled
1191,good,pubmed
1192,offdomain,c4
1193,offdomain,c4
1194,offdomain,c4
1195,good,pubmed
1196,corrupt,pubmed-shuffled
1197,offdomain,c4
1198,offdomain,c4
1199,offdomain,c4
1200,good,pubmed
1201,good,pubmed
1202,good,pubmed
1203,good,pubmed
1204,good,pubmed
1205,offdomain,c4
1206,offdomain,c4
1207,offdomain,c4
1208,offdomain,c4
1209,good,pubmed
1210,good,pubmed
1211,offdomain,c4
1212,corrupt,pubmed-shuffled
1213,good,pubmed
1214,good,pubmed
1215,good,pubmed
1216,corrupt,pubmed-shuffled
1217,good,pubmed
1218,good,pubmed
1219,corrupt,pubmed-shuffled
1220,corrupt,pubmed-shuffled
1221,offdomain,c4
1222,good,pubmed
1223,offdomain,c4
1224,offdomain,c4
1225,offdomain,c4
1226,good,pubmed
1227,good,pubmed
1228,good,pubmed
1229,offdomain,c4
1230,corrupt,pubmed-shuffled
1231,offdomain,c4
1232,offdomain,c4
1233,offdomain,c4
1234,good,pubmed
1235,offdomain,c4
1236,offdomain,c4
1237,good,pubmed
1238,good,pubmed
1239,good,pubmed
1240,offdomain,c4
1241,corrupt,pubmed-shuffled
1242,corrupt,pubmed-shuffled
1243,offdomain,c4
1244,good,pubmed
1245,good,pubmed
1246,good,pubmed
